団体コード,都道府県名,市区町村名,0～4歳,5～9,10～14,15～19,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,65～69,70～74,75～79,80～84,85～89,90～94,95～99,100歳以上
262102,京都府,八幡市,2350,2939,3246,3432,3394,2903,3150,3858,4936,5904,4842,4038,4188,5362,6153,4829,2927,1634,666,189,29
262111,京都府,京田辺市,3174,3735,3943,3996,4149,2951,3444,4375,5396,6289,4620,3718,3178,4006,4827,3940,2315,1417,583,190,23
262129,京都府,京丹後市,1754,1980,2248,2747,2173,1887,2214,2465,2941,3698,3467,3634,3708,4065,4370,3730,3010,2342,1369,490,89
262137,京都府,南丹市,939,1199,1209,1398,1736,1314,1326,1564,1717,1940,1967,2004,2048,2504,2478,2010,1720,1415,755,226,42
262145,京都府,木津川市,3876,4484,4715,4297,3428,3140,4133,5267,6297,6477,4875,4129,4137,4912,5363,3818,2294,1536,799,216,30
263001,京都府,乙訓郡,816,709,786,708,729,717,1056,1064,1152,1265,992,869,792,919,1106,990,700,450,204,62,3
263036,京都府,乙訓郡大山崎町,816,709,786,708,729,717,1056,1064,1152,1265,992,869,792,919,1106,990,700,450,204,62,3
263206,京都府,久世郡,545,605,794,802,954,776,689,857,1180,1329,945,801,787,1151,1458,1003,666,370,180,61,11
263222,京都府,久世郡久御山町,545,605,794,802,954,776,689,857,1180,1329,945,801,787,1151,1458,1003,666,370,180,61,11
263401,京都府,綴喜郡,453,614,664,818,930,778,786,888,911,1199,1168,1062,1080,1307,1323,1082,764,519,227,61,18
263435,京都府,綴喜郡井手町,183,235,271,345,433,338,325,372,393,525,516,458,474,576,614,532,389,273,108,33,9
263443,京都府,綴喜郡宇治田原町,270,379,393,473,497,440,461,516,518,674,652,604,606,731,709,550,375,246,119,28,9
263605,京都府,相楽郡*,1523,1973,2249,2596,2420,1691,1877,2259,2928,3807,3413,2927,2750,3212,3341,2602,1712,1052,561,155,33
263648,京都府,相楽郡笠置町*,11,20,16,31,40,37,42,56,48,63,80,73,107,138,142,119,125,66,51,13,4
263656,京都府,相楽郡和束町*,72,103,102,147,103,105,130,160,181,236,193,250,293,435,424,339,273,172,89,25,8
263664,京都府,相楽郡精華町,1393,1802,2055,2342,2197,1480,1620,1949,2571,3350,3002,2420,2139,2353,2477,1888,1129,667,361,103,21
263672,京都府,相楽郡南山城村*,47,48,76,76,80,69,85,94,128,158,138,184,211,286,298,256,185,147,60,14,0
264008,京都府,船井郡,303,378,478,574,586,486,427,541,678,876,809,902,996,1288,1292,1102,890,741,450,114,17
264075,京都府,船井郡京丹波町,303,378,478,574,586,486,427,541,678,876,809,902,996,1288,1292,1102,890,741,450,114,17
264601,京都府,与謝郡*,718,828,952,1125,906,792,917,1018,1275,1587,1414,1586,1582,1904,1929,1631,1349,1124,579,182,42
264636,京都府,与謝郡伊根町*,65,67,43,60,72,71,70,96,86,84,95,139,140,221,182,154,154,163,74,20,7
264652,京都府,与謝郡与謝野町,653,761,909,1065,834,721,847,922,1189,1503,1319,1447,1442,1683,1747,1477,1195,961,505,162,35
271004,大阪府,大阪市,101964,100481,99164,109577,157463,188032,184490,185849,195721,223420,194410,163610,138722,156305,171360,144988,108746,68317,28961,7689,1151
271021,大阪府,大阪市都島区,4039,4182,4078,4041,5820,7008,7342,7629,7859,8584,7180,6342,5903,6479,6450,5002,3692,2563,1065,264,46
271039,大阪府,大阪市福島区,3791,3169,2760,2610,3939,6560,6958,6797,6698,6652,4953,4186,3181,3454,3820,2974,2224,1561,669,194,20
271047,大阪府,大阪市此花区,2489,2672,2547,2770,3631,3653,3523,4080,4635,5553,4864,4185,3558,4243,4447,3774,2987,1756,730,185,15
271063,大阪府,大阪市西区,5045,4218,3195,3108,6256,9961,10050,10483,9563,8654,6448,4831,3893,4168,4207,3064,2211,1358,649,187,26
271071,大阪府,大阪市港区,2679,2809,3103,3305,4787,5300,4889,4986,5421,6591,5751,5009,4251,4887,5377,4847,3583,2225,890,213,35
271080,大阪府,大阪市大正区,1985,2227,2519,2871,3328,3211,3326,3430,4128,5219,4628,4093,3689,4734,5135,4443,3121,1816,778,235,21
271098,大阪府,大阪市天王寺区,3816,3842,3433,3282,4164,5222,5565,6148,6411,6443,5773,4960,3871,3826,3795,2869,2268,1618,777,204,34
271110,大阪府,大阪市浪速区,2337,1647,1246,1795,6323,9233,7996,6443,4960,4769,3879,3206,2793,3235,3267,2622,1837,1060,456,139,16
271136,大阪府,大阪市西淀川区,3374,3782,4182,4813,5658,6226,5704,5875,6880,8602,7155,5815,4971,5851,6290,5167,3785,2155,966,253,27
271144,大阪府,大阪市東淀川区,5575,5837,5884,6772,11901,14067,12285,11559,11695,13722,11943,10090,8517,9693,10555,9274,6699,4082,1748,429,59
271152,大阪府,大阪市東成区,2957,2914,2940,3485,5179,6456,6004,5625,5914,6614,5689,4921,4278,4822,5094,4203,3373,2200,980,281,48
271161,大阪府,大阪市生野区,3875,3986,4130,5460,8564,8483,7411,6931,7599,9195,8762,7826,7112,8205,9017,8152,6289,4068,1752,541,94
271179,大阪府,大阪市旭区,3189,3130,3254,3653,4843,5058,5143,5430,5900,7134,6269,5586,4893,5679,6478,5550,4390,3001,1317,358,51
271187,大阪府,大阪市城東区,6864,6760,7139,7421,8744,9902,10662,11315,12817,14848,12454,10170,8493,9753,10845,9228,6832,4381,1736,456,78
271195,大阪府,大阪市阿倍野区,4722,5004,4646,5043,5834,5926,6418,7166,7975,9084,7894,7143,6056,6131,6664,5541,4401,3192,1510,395,68
271209,大阪府,大阪市住吉区,5695,5742,5967,6620,8387,8763,8745,9111,10108,12308,11507,9809,8095,9009,10215,8844,6873,4665,2051,523,81
271217,大阪府,大阪市東住吉区,4836,4862,4938,5737,7172,7414,7387,7459,8490,10334,9717,8397,7039,7747,8966,7909,6192,4204,1850,541,67
271225,大阪府,大阪市西成区,2217,2433,2764,3409,5607,5368,4618,4836,5584,7624,7394,6925,6845,9355,10511,8793,6465,3535,1314,340,50
271233,大阪府,大阪市淀川区,6505,6093,5840,6475,10943,15097,14010,13282,13317,14900,12303,10123,8893,9644,10856,8623,6011,3845,1612,449,85
271241,大阪府,大阪市鶴見区,5337,5705,5845,5882,5700,5923,6748,7410,8681,10063,8595,6587,5218,5601,6057,5648,4323,2510,925,224,28
271250,大阪府,大阪市住之江区,3983,4461,4674,5033,6255,5990,6285,6929,8030,9531,8825,7690,7245,8935,9700,7721,5387,3235,1295,364,53
271268,大阪府,大阪市平野区,6848,7395,8159,9788,11353,10686,10027,10201,12036,16547,15877,12944,9637,10693,13260,12875,9931,5519,2057,457,67
271276,大阪府,大阪市北区,5624,4266,3300,3545,6993,11681,12557,12444,11593,11489,9364,7336,5889,6014,6324,4712,3568,2236,1053,278,37
271284,大阪府,大阪市中央区,4182,3345,2621,2659,6082,10844,10837,10280,9427,8960,7186,5436,4402,4147,4030,3153,2304,1532,781,179,45
271403,大阪府,堺市,32017,35701,38714,41269,42368,40803,42842,47794,58784,71871,59087,47804,41776,51745,61805,53084,35378,20360,8839,2363,381
271411,大阪府,堺市堺区,5157,5398,5642,6479,8076,8570,8451,8467,10118,12271,10604,9309,7822,9313,10315,8580,6042,3961,1861,482,83
271420,大阪府,堺市中区,5013,5746,6087,6469,6749,6188,6204,6902,9006,10680,8740,6725,6001,7456,8813,7615,4642,2492,1030,305,56
271438,大阪府,堺市東区,3237,3785,3924,4038,4118,3828,4124,4862,5922,7117,5845,4946,4470,5539,6794,6004,4063,2342,1015,273,47
271446,大阪府,堺市西区,5505,6390,7034,7338,6989,6708,6887,8147,9965,12365,9887,7793,6816,8241,9162,7901,5545,3365,1518,418,59
271454,大阪府,堺市南区,4421,5587,6641,7163,6239,5062,5696,7083,9430,11902,9600,8077,7572,10346,13438,11282,7032,3723,1493,402,69
271462,大阪府,堺市北区,7363,7091,7438,7741,8241,8846,9757,10140,11582,14307,11901,8913,7148,8278,10001,9048,6492,3568,1503,366,49
271471,大阪府,堺市美原区,1321,1704,1948,2041,1956,1601,1723,2193,2761,3229,2510,2041,1947,2572,3282,2654,1562,909,419,117,18
272027,大阪府,岸和田市,7279,8387,9074,10331,10952,9991,9593,10249,12251,15731,14135,12140,10725,12367,13451,11626,8238,4904,2103,563,72
272035,大阪府,豊中市,17967,19315,18488,18926,20070,19842,22614,25938,29590,34833,30489,24993,20578,22591,26584,22808,17032,10183,4323,1145,155
272043,大阪府,池田市,4055,4497,4679,5004,5651,5269,5486,6026,7198,8568,7446,6390,5457,6036,7018,5833,4391,2832,1330,380,67
272051,大阪府,吹田市,17133,18031,17365,17930,20573,19570,21739,24672,27602,32346,27747,22011,17972,20290,23113,18749,13739,8309,3544,961,161
272060,大阪府,泉大津市,2854,2927,3415,4231,4605,3849,3660,4011,5088,6781,5828,4519,3871,4422,4948,4149,2853,1675,680,205,34
272078,大阪府,高槻市,13347,14585,16019,16767,17183,15835,17481,20169,24894,29813,25081,20117,17977,21674,26203,23945,16041,9324,3888,1022,138
272086,大阪府,貝塚市,3177,3773,4460,5004,4759,4049,4072,4579,5752,7389,6430,5454,4702,5209,5688,4963,3510,2161,887,223,35
272094,大阪府,守口市,5514,4980,5372,6274,7687,8041,7946,7941,9323,12309,10905,8947,7350,8352,10456,9845,6940,3771,1501,377,53
272108,大阪府,枚方市,14544,17135,18799,20376,20666,18028,19246,22730,27922,34172,29170,23952,21707,26217,30239,25441,16135,9331,4017,1093,154
272116,大阪府,茨木市,12458,13537,13903,14632,15040,14464,16240,18071,21405,24951,20236,15827,13656,15966,18217,14964,9753,5775,2466,699,102
272124,大阪府,八尾市,10060,10905,11580,13304,13988,12953,13447,14684,17665,22818,19870,16332,13329,16329,19135,17701,11886,6814,2694,744,111
272132,大阪府,泉佐野市,3618,3915,4387,5325,6578,5700,5200,5528,6792,8519,7383,6231,5376,6019,6438,5624,4103,2405,999,238,42
272141,大阪府,富田林市,3623,4234,4615,5718,6416,5251,4955,5294,6553,8491,8027,7714,6901,7689,8547,7184,5003,3028,1361,359,70
272159,大阪府,寝屋川市,8019,9113,9712,10946,11760,10715,10931,12268,15879,20454,17442,13746,12016,15161,18377,16454,10434,5527,2087,579,80
272167,大阪府,河内長野市,3064,3646,4020,4877,4971,4168,4469,4934,5945,7710,6911,6690,7110,8319,9446,7938,5200,3184,1522,381,57
272175,大阪府,松原市,3962,4455,4845,6041,6760,6001,5657,5899,7291,10198,9261,7377,6051,7423,9109,8723,5902,3042,1201,329,50
272183,大阪府,大東市,4255,4736,5422,6244,7075,6418,6055,6487,8119,10621,9273,7142,5907,7416,8682,7769,4943,2518,947,221,35
272191,大阪府,和泉市,7027,8988,9648,10580,10685,8684,9083,10729,12839,16316,13809,11667,10027,11628,12250,9892,6458,3696,1550,453,70
272205,大阪府,箕面市,6124,7590,7229,6937,7318,6088,7233,8854,10228,11662,9627,7811,6953,7729,9140,7701,5112,3051,1504,413,73
272213,大阪府,柏原市,2243,2621,2916,3422,3922,3415,3430,3624,4235,5522,5019,4402,3939,4598,5389,4543,3038,1668,714,176,38
272221,大阪府,羽曳野市,3693,4233,4951,5867,6116,5035,5013,5535,7044,9177,8268,6951,6023,7298,8626,7546,5069,2928,1280,339,50
272230,大阪府,門真市,3600,4037,4683,5786,6818,6489,5821,6142,7894,11152,9814,7367,6016,7692,9369,8844,5905,2934,943,234,35
272248,大阪府,摂津市,3861,3613,3679,4007,4671,5079,5439,5577,6176,7688,5973,4541,4133,5060,6067,5346,3220,1583,664,193,23
272256,大阪府,高石市,2365,2423,2614,3082,3139,2781,3026,3245,3755,4854,4154,3449,3140,3544,4062,3407,2409,1515,645,168,28
272264,大阪府,藤井寺市,2269,2776,2901,3304,3514,2927,3130,3604,4247,5464,4780,3944,3438,4059,4638,4053,2796,1687,759,205,14
272272,大阪府,東大阪市,16580,18277,20168,23529,27897,25673,25086,26738,31966,42201,37433,30458,25176,29884,35817,31722,21923,11966,4677,1255,192
272281,大阪府,泉南市,2226,2622,2992,3646,3496,2926,2845,3114,3932,4985,4241,3753,3200,4138,4646,4029,2575,1496,583,143,27
272299,大阪府,四條畷市,2068,2313,2747,3264,3150,2585,2553,2869,3837,5247,4415,3182,2499,3236,4127,3646,2251,1125,467,122,23
272302,大阪府,交野市,3004,3361,3650,4277,4046,3255,3603,3976,5221,6884,5997,4780,3984,4672,5693,5260,3361,1634,729,209,36
272311,大阪府,大阪狭山市,2581,2679,2898,2983,3124,2609,3008,3443,4108,4806,3840,3446,3099,3685,4211,3583,2357,1437,673,151,25
272329,大阪府,阪南市,1488,2051,2429,2772,2663,2164,2191,2687,3410,4260,3747,3315,3372,4218,4594,3973,2351,1380,618,167,30
273007,大阪府,三島郡,1477,1601,1500,1394,1308,1336,1805,2168,2261,2483,2080,1856,1751,2164,2331,1811,1148,710,340,101,17
273015,大阪府,三島郡島本町,1477,1601,1500,1394,1308,1336,1805,2168,2261,2483,2080,1856,1751,2164,2331,1811,1148,710,340,101,17
273201,大阪府,豊能郡,437,645,854,1102,1182,957,944,1079,1280,1789,1887,2021,2384,3125,3529,2625,1658,982,548,171,25
273210,大阪府,豊能郡豊能町,283,432,553,713,774,571,609,714,835,1175,1131,1269,1524,2125,2456,1903,1160,638,349,106,19
273228,大阪府,豊能郡能勢町,154,213,301,389,408,386,335,365,445,614,756,752,860,1000,1073,722,498,344,199,65,6
273406,大阪府,泉北郡,561,675,823,975,981,833,820,871,1121,1512,1219,1009,864,1058,1205,1024,816,443,224,73,3
273414,大阪府,泉北郡忠岡町,561,675,823,975,981,833,820,871,1121,1512,1219,1009,864,1058,1205,1024,816,443,224,73,3
273601,大阪府,泉南郡,2391,2753,3265,3794,3855,2761,3074,3546,4447,5351,4545,3979,3868,4843,5497,4512,2747,1705,799,213,30
273619,大阪府,泉南郡熊取町,1687,1949,2251,2446,2401,1764,2067,2437,2957,3490,2878,2493,2491,3163,3509,2677,1554,870,456,112,19
273627,大阪府,泉南郡田尻町,372,377,466,582,729,493,422,481,625,721,549,467,365,401,493,481,320,217,81,26,2
273660,大阪府,泉南郡岬町,332,427,548,766,725,504,585,628,865,1140,1118,1019,1012,1279,1495,1354,873,618,262,75,9
273805,大阪府,南河内郡*,1013,1250,1497,1803,1817,1309,1343,1521,1997,2642,2361,2209,2156,2520,2906,2395,1578,1017,453,153,20
273813,大阪府,南河内郡太子町,432,526,623,820,774,551,543,624,793,1103,987,888,810,919,1026,824,513,343,156,46,4
273821,大阪府,南河内郡河南町,482,585,694,793,851,600,655,712,932,1196,1073,1053,979,1102,1226,1063,752,481,203,70,9
273830,大阪府,南河内郡千早赤阪村*,99,139,180,190,192,158,145,185,272,343,301,268,367,499,654,508,313,193,94,37,7
281000,兵庫県,神戸市,56304,63139,65941,70140,79482,75711,80865,90280,105341,123469,106944,96410,89392,99984,108645,88249,63953,43374,19707,5495,763
281018,兵庫県,神戸市東灘区,8845,9690,9965,10580,11769,10351,11278,12955,15569,18719,16603,13977,12116,12159,13084,10269,7718,5521,2568,723,86
281026,兵庫県,神戸市灘区,5412,5964,5806,6180,7439,6973,7302,8404,9952,11516,9658,8091,6692,7508,8204,6647,5222,3992,1944,503,65
281051,兵庫県,神戸市兵庫区,3683,3583,3663,4152,6754,7321,6859,6696,7193,8552,7351,6473,5878,6660,7439,6479,5084,3510,1576,434,71
281069,兵庫県,神戸市長田区,2919,3064,3514,3820,4996,5084,4850,5146,5866,7470,6740,6268,5706,6875,7740,6998,5380,3568,1551,435,61
281077,兵庫県,神戸市須磨区,5702,6247,6347,7032,7143,6939,7700,8735,10357,12109,10948,10250,9843,11349,13168,11129,7971,5015,2253,590,73
281085,兵庫県,神戸市垂水区,9079,10358,10240,10102,9751,9210,11142,13314,15032,17275,14776,13206,12404,14318,16007,13859,10289,6938,3024,847,138
281093,兵庫県,神戸市北区,7064,8959,10268,10812,10467,8572,9475,11181,14047,17290,14960,13653,13285,15301,17242,14171,9637,6008,2737,811,126
281107,兵庫県,神戸市中央区,5325,4668,4149,4640,8491,10483,10362,10222,10730,11295,9475,8245,7116,7582,8278,6337,4892,3444,1533,448,67
281115,兵庫県,神戸市西区,8275,10606,11989,12822,12672,10778,11897,13627,16595,19243,16433,16247,16352,18232,17483,12360,7760,5378,2521,704,76
282014,兵庫県,姫路市,21604,24269,25274,27421,28835,27295,28508,31568,36691,43612,36430,32375,29822,33445,36808,30463,20795,13159,5730,1656,222
282022,兵庫県,尼崎市,17848,17724,18246,19390,23106,26509,27194,28410,32561,38739,33562,28037,24221,28658,32436,27713,20197,12060,5114,1369,168
282031,兵庫県,明石市,14332,13981,13468,13991,14749,16175,18064,19219,21012,24391,21309,18150,16079,18503,20651,17173,11582,7074,3125,813,120
282049,兵庫県,西宮市,20265,22445,23909,25647,24904,22967,25474,29869,35719,43816,37698,30413,25243,26976,30279,23778,17095,11185,5114,1365,196
282057,兵庫県,洲本市,1311,1575,1744,1991,1899,1613,1672,2130,2647,3063,2764,2661,2889,3517,3822,2697,2220,1770,980,302,49
282065,兵庫県,芦屋市,3404,4102,4434,4645,4185,3322,3878,5161,6423,8337,7765,6634,5701,6187,7056,5614,4182,2857,1435,392,61
282073,兵庫県,伊丹市,8870,9367,9530,9933,10685,10423,11410,12660,14950,17373,14899,12075,9942,11672,13267,11252,7822,4720,2055,548,86
282081,兵庫県,相生市,1021,1161,1173,1176,1323,1196,1439,1563,1775,2048,1729,1626,1655,2253,2610,2233,1548,1016,464,183,23
282090,兵庫県,豊岡市,2735,3427,3621,3980,3511,3109,3701,4310,4726,5616,4931,4991,5513,6105,6074,4969,4032,3247,1723,548,73
282103,兵庫県,加古川市,10026,11661,12197,13498,13766,12899,14028,15476,18235,21721,17942,15303,15047,18054,19347,15875,9991,6006,2557,647,88
282120,兵庫県,赤穂市,1535,1891,2021,2393,2363,1991,2229,2456,2882,3497,3079,2901,2891,3577,3724,3081,2318,1577,730,215,40
282138,兵庫県,西脇市,1346,1622,1729,1988,1994,1760,1795,2070,2384,2909,2623,2515,2515,2827,3024,2774,2092,1455,741,213,36
282146,兵庫県,宝塚市,9029,10457,10981,11862,11103,9303,10603,12792,16297,20469,18138,15170,13169,14288,16522,13583,9986,6275,3012,860,145
282154,兵庫県,三木市,2438,2964,3159,3594,3749,3169,3498,4026,4940,5584,4782,4534,4844,6139,6631,5654,3621,2325,1181,356,50
282162,兵庫県,高砂市,3394,3900,4175,4557,4710,4516,4714,5181,5968,7173,5747,5337,5113,6473,7083,5504,3534,2179,937,234,32
282171,兵庫県,川西市,5355,6574,7042,7852,7634,5851,6820,8421,10216,13288,11629,9349,8351,9808,12126,11414,8327,4751,1976,556,92
282189,兵庫県,小野市,1835,2192,2509,2605,2485,2255,2427,2709,3153,3848,3113,2790,2868,3316,3546,2765,1834,1345,680,185,26
282197,兵庫県,三田市,4226,5171,5118,5458,6410,5527,5899,6437,6808,7442,7981,9016,8870,8536,7043,4780,3289,2397,1184,301,41
282201,兵庫県,加西市,1434,1618,1716,2049,2373,2045,2072,2236,2512,2983,2762,2762,3012,3583,3541,2666,2012,1562,842,259,41
282219,兵庫県,丹波篠山市,1403,1659,1678,1806,1814,1758,1858,2209,2373,2658,2413,2698,2942,3407,3198,2459,2107,1692,929,266,35
282227,兵庫県,養父市,734,846,967,1043,904,780,920,1102,1246,1399,1249,1486,1762,1929,1886,1565,1321,1169,685,207,29
282235,兵庫県,丹波市,2228,2640,2716,3222,2968,2670,2908,3269,3792,4109,3673,3782,4337,4989,4949,3968,3124,2656,1426,466,49
282243,兵庫県,南あわじ市,1638,1865,1977,2155,2045,1688,2104,2418,2756,3191,2800,2943,3271,3807,3886,2813,2346,1884,1050,295,46
282251,兵庫県,朝来市,1072,1213,1237,1456,1325,1127,1353,1525,1727,1951,1794,1917,2152,2368,2294,1826,1475,1339,776,256,35
282260,兵庫県,淡路市,1330,1628,1706,1849,1774,1535,1924,2080,2558,2749,2495,2571,2990,3694,3718,2917,2434,1976,1195,387,52
282278,兵庫県,宍粟市,1083,1423,1676,1848,1534,1349,1618,1875,2218,2452,2179,2349,2750,3243,3019,2259,1831,1564,788,245,28
282286,兵庫県,加東市,1705,1712,1845,2025,2414,2348,2316,2429,2621,2986,2548,2395,2405,2539,2619,1895,1574,1165,613,168,26
282294,兵庫県,たつの市,2741,3331,3483,3861,3707,3085,3706,4346,5028,5722,4770,4568,4747,5733,6067,4704,3167,2125,1069,282,34
283002,兵庫県,川辺郡,885,1411,1739,1827,1396,887,1150,1511,2092,2494,2237,1969,2141,2478,2423,1848,1073,717,399,129,17
283011,兵庫県,川辺郡猪名川町,885,1411,1739,1827,1396,887,1150,1511,2092,2494,2237,1969,2141,2478,2423,1848,1073,717,399,129,17
283606,兵庫県,多可郡,508,726,842,1085,977,758,807,913,1068,1417,1251,1369,1446,1586,1722,1427,1125,865,454,150,28
283657,兵庫県,多可郡多可町,508,726,842,1085,977,758,807,913,1068,1417,1251,1369,1446,1586,1722,1427,1125,865,454,150,28
283801,兵庫県,加古郡,2528,3151,3049,3269,3248,2928,3351,3924,4513,5209,4075,3618,3758,4600,5236,4248,2547,1512,637,164,16
283819,兵庫県,加古郡稲美町,1096,1399,1398,1514,1456,1277,1507,1801,2031,2446,1858,1781,1909,2393,2694,2113,1237,733,324,88,6
283827,兵庫県,加古郡播磨町,1432,1752,1651,1755,1792,1651,1844,2123,2482,2763,2217,1837,1849,2207,2542,2135,1310,779,313,76,10
